Quality_flag,Bias-start_1,Bias-start_2,Bias-start_3,Bias-start-rationale,Disc-start_1,Disc-start_2,Disc-start_3,Disc-start_4,Disc-start_5,Disc-start_6,Disc-start-rationale,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9,Disc-end_1,Disc-end_2,Disc-end_3,Disc-end_4,Disc-end_5,Disc-end_6,Disc-end-rationale,Bias-end_1,Bias-end_2,Bias-end_3,Bias-end_4,Bias-end-rationale,Percv-work_1,Percv-work_2,Percv-work_3,Percv-work_4,Percv-work_5,Percv-work_6,Percv-work-rationale,Asian_race,Explanation_style,Prolific_Total_approvals,Prolific_Fluent_languages,Prolific_Age,Prolific_Sex,Prolific_Ethnicity_simplified,Prolific_Country_of_birth,Prolific_Country_of_residence,Prolific_Nationality,Prolific_Language,Prolific_Student_status,Prolific_Employment_status,Timer1_Page Submit,Predict1,Rationale1,Timer2_Page Submit,Predict2,Rationale2,Timer3_Page Submit,Predict3,Rationale3,Timer4_Page Submit,Predict4,Rationale4,Timer5_Page Submit,Predict5,Rationale5,Timer6_Page Submit,Predict6,Rationale6,Attention,Attention-ration,Timer7_Page Submit,Predict7,Rationale7,Timer8_Page Submit,Predict8,Rationale8,Timer9_Page Submit,Predict9,Rationale9,Timer10_Page Submit,Predict10,Rationale10,Timer11_Page Submit,Predict11,Rationale11,Timer12_Page Submit,Predict12,Rationale12
green,2,4,4,,1,1,1,1,1,1,,7,7,1,1,6,1,3,3,9,1,1,1,1,1,1,,5,2,5,5,,4,4,2,7,4,1,,0,CE,3408,"English, Spanish",56,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,49.257,2,,20.541,4,,16.165,4,,14.05,4,,8.679,4,,15.773,4,,4,attention ,26.303,4,,11.645,4,,15.507,4,,36.596,4,,10.838,4,,14.595,4,
green,2,4,2,,1,1,1,1,1,1,,7,7,2,1,6,1,4,2,9,1,1,1,1,1,1,,2,2,5,4,,5,1,1,7,7,1,,0,CE,366,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,47.1,1,"I think the usage of ""china virus"" comes from hate.",34.109,4,I'm not even sure this is directly related to Covid.,51.287,2,"I'm not sure this is related to COVID, but it's absolutely hateful.",21.966,4,"I see no hate in this, just a joke in poor taste.",48.121,4,I think this is more ignorance than hate.,41.493,2,"I think this is hateful towards chinese, but not directly because of Covid.",4,attention,28.117,4,"The tweet is anti-CCP, not hateful.",26.874,4,"This is anti-CCP, not hateful towards anyone.",31.169,2,"Without context, this one is hard. It seems though this is just a hateful person.",29.093,2,I don't see anything related to COVID in this tweet.,18.902,4,"Stupid joke, not hateful.",16.712,2,"Not sure what this person is even trying to say, but it just feels hateful."
green,1,4,4,,4,4,4,5,3,3,,7,1,2,1,2,3,3,5,8,4,4,3,4,3,4,,5,1,5,5,,4,5,4,6,6,5,,1,CE,4398,"English, Chinese",32,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,Full-Time,12.851,1,,104.511,1,,23.669,1,,22.38,1,,5.463,1,,23.494,1,,4,attention,11.316,1,,11.909,1,,5.045,1,,41.361,1,,3.379,1,,4.035,1,
green,1,3,2,"I think the statements are very loaded and xenophobic, while not providing space for much nuance in why I might think of why I have the opinions I have per each of these statements.",4,4,4,1,1,1,,6,6,1,1,6,1,5,4,4,4,4,5,1,1,4,,1,1,5,3,Same ratings I gave above,5,1,1,7,5,5,,0,CE,1452,English,24,Female,Black,United States,United States,United States,English,Yes,Part-Time,86.331,1,"Nicknaming the virus specifically after racially charged comments from the former president, yields significantly more hate speech than the tweet referencing the actual formal name of the virus",257.653,1,,262.67,1,"It does not name Covid-19 but given the current climate that is present surrounding Asian-Americans, it is likely formed out of those negative stereotypes and attitudes",105.312,2,,6.179,1,,66.86,1,,4,Attention,25.252,1,Name's the CCP directly despite trying to separate the political party from the country,4.639,1,Blame's China directly,4.569,1,,5.812,1,,32.062,2,Using the censored version of the word nigga,16.175,2,
green,2,4,4,China needs to apologize for human rights violations,2,2,2,2,2,2,,2,6,1,1,6,1,4,3,5,4,4,4,4,2,4,,4,2,5,4,,5,1,4,6,5,5,,0,CE,175,English,37,Female,White,United States,United States,United States,English,Yes,Full-Time,182.683,1,"directions unclear, but because it is called the ""chinese virus""",22.277,4,,15.324,1,racial slur,25.266,4,,12.821,1,,13.676,1,,4,attention,16.747,4,,7.755,4,,9.862,1,,13.657,4,,24.065,2,,8.272,2,
green,2,4,2,I don't think it's controversial that the Chinese government constantly violates the human rights of citizens.,2,2,2,1,1,1,,2,6,1,1,6,1,1,4,6,3,2,4,2,1,3,,2,3,5,4,,3,1,1,4,4,1,,0,CE,1299,English,41,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month,24.201,1,Hailing Trump is pretty conclusive ,22.298,2,,17.154,2,,10.563,4,,16.15,1,,39.856,1,,4,attention,27.346,4,,10.794,1,,7.255,1,,27.478,2,,12.95,1,,39.098,4,
green,1,3,3,,3,2,1,1,1,1,,7,2,1,1,4,3,4,3,5,4,2,2,3,1,1,,3,1,5,3,,4,1,1,5,2,2,,1,CE,632,English,32,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED,28.458,1,,32.485,1,,30.503,1,,16.483,2,,4.968,1,,13.701,1,,4,attention,26.894,2,,9.778,1,,12.703,2,,14.302,1,,8.566,1,,11.348,1,
yellow,2,3,3,,1,1,1,1,1,1,,7,7,1,1,5,1,3,4,9,5,5,5,5,5,4,,3,3,1,3,,5,1,2,6,4,3,,1,CE,257,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,126.262,1,,115.1,4,,102.058,1,,39.021,2,,53.765,2,,19.131,1,,4,attention ,27.629,2,,11.719,2,,11.376,2,,12.153,1,,23.564,1,,15.801,1,
green,4,5,2,No I just agree with some of those statements as being historically correct ,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,9,3,3,4,1,1,1,,3,3,5,5,,4,1,4,5,5,1,,0,CE,3207,English,42,Male,White,United States,United States,United States,English,No,Part-Time,20.537,2,,7.886,4,,10.906,2,,5.66,4,,5.993,4,,21.881,4,,4,,29.359,4,,6.692,4,,9.997,4,,5.306,4,,8.305,4,,12.645,4,
green,1,4,3,I've been to China and the food was great. I have good relationships with many citizens of China (long story) but I have disagreements with the CCP and Xi about the Uighers and the Panchen Lama and CCTV and more. ,2,1,1,1,1,1,It's a friday night and it was a long day so a little blah.,7,5,3,1,6,1,4,3,9,2,2,2,1,1,1,reading that shit does make me feel sad and frustrated at these hateful keyboard warriors,3,1,5,5,"I'm glad i get another chance at this. I think the CCP owes an apology to its own people and the ethnic minorities they persecute and Hong Kong, etc. That's more important than apologizing to the US. ",6,1,1,5,6,5,,0,CE,2837,English,53,Female,White,United States,United States,United States,English,No,Part-Time,32.019,1,,31.314,4,"it was pretty vague dand didn't seem ""hateful"" ",26.846,2,,28.521,4,it's vulgar but I don't see how it's Asian related,23.475,1,racist but low-key racism,28.564,1,,4,attention,34.358,4,"seems to fall under dislike of the CCP not China as a whole (and that was allowed, I think)",20.038,4,,18.755,1,,19.002,2,,23.997,1,"is that a racist word? I guess so? if so, then yeah, hate",33.885,4,no idea what that last part means
green,3,4,4,I'm solely making my decisions based on information I've gathered from television and online sources. ,1,1,1,1,1,1,I'm not feeling any of the specific emotions at this time. ,7,6,1,1,6,1,4,3,8,1,1,1,1,1,1,I'm not feeling any of the emotions at this time. ,3,4,5,4,This is information I know from television and online sources. ,1,1,1,4,5,2,I made my choices on how I felt completely.,0,CE,2174,English,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,502.952,2,It seems be more specific toward the virus itself. ,54.925,2,It seems to be directed toward everyone in the specific country.,104.073,2,It has the derogatory word of chinks that shouldn't had been used.  ,11.959,4,It seems to be more of a joke than directed at any specific race or cultural.,13.769,1,It's made to be specifically directed toward China and Asians.,35.283,4,"It's more of an sexual tweet that would seem offensive to most, but not hateful.",4,attention,35.601,4,"The tweet is not directed toward Asians, but a whole mass of races and culture's. ",18.255,1,It's blaming the Chinese culture for the virus and it's affects on society.,10.173,1,It's painting the blame on Chinese directly. ,14.767,4,It's judging all countries in comparison that do bad things. ,31.646,1,It's specifically targeted toward the Chinese and no other cultures. ,22.816,4,It's seems to be mere frustration of using masks that may or may not work. 
green,2,1,1,,2,1,1,1,1,1,,5,2,3,1,3,2,5,5,5,5,4,5,2,1,2,,1,1,5,1,,5,1,2,7,5,3,,1,CE,3345,"English, Korean",37,Male,Asian,United States,United States,United States,English,No,Full-Time,88.547,1,,53.216,2,,50.262,2,,14.496,4,,12.401,1,,12.899,1,,4,attention,30.947,1,,24.862,1,,16.193,1,,21.18,2,,22.571,1,,29.627,1,
green,4,5,4,,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,9,1,1,1,1,1,1,,4,4,5,4,,1,1,1,7,2,1,,0,CE,1552,English,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,28.721,2,,10.851,4,,18.71,2,,7.851,4,,9.685,4,,9.111,1,,4,attention,9.851,4,,4.601,4,,6.558,1,,9.298,2,,6.628,4,,11.314,1,
green,3,4,3,"For the first statement, it's not only China and South Korea that eat those animals, especially horses. From my experience, people from some countries in Europe and Southeast Asia also consume horse meat and other exotic animals.

The third statement does not specify what they have to apologize for, so I'm not sure. ",1,1,1,1,1,1,I don't feel any of those feelings stated above right now at this moment.,7,7,5,5,4,4,4,4,9,1,1,1,1,1,1,I don't feel any of the emotions mentioned above right now.,3,1,5,4,"My opinions regarding the statements given still haven't changed.
Especially the one about eating dogs, cats, and horses.",6,5,1,6,5,2,,1,CE,1425,"English, Indonesian",34,Female,Asian,Indonesia,United States,United States,Indonesian,No,DATA_EXPIRED,35.207,1,It's hate speech because the tweet mention certain race or nation. ,51.83,4,"The original tweet is not Covid related, and I think the original poster is just voicing their opinion regarding the government in general, not necessarily the race, nation or ethnicity. ",42.971,2,"The original tweet is not Covid related, but the term Chinks is offensive and racist.",25.204,4,"While the tweet is somehow vulgar and covid-related, but it does not mention any particular race or hate speech towards certain race, ethnicity, groups of peoplet, etc. so I don't think it's a hate speech.",14.809,1,I think the original tweet is hate speech because it mentions Chinese referring to a race or ethnicity.,18.201,1,I think the whole post is very hateful and racist. I think the AI can't even make it sound not racist. This tweet should be banned.,4,attention,31.264,4,"I think the poster is just stating their opinion, no hateful comments towards the race or ethnicity.",42.104,4,"Honestly, I think some Chinese people might post a tweet like this. Even though the definition given of covid19 related hate speech (which include towards a country), but I still don't think this is a hate speech because it's targeting the government and not particular race or groups or ethnicity of people. This tweet is more of a form of rant like how American Citizens complain about our own country. ",12.537,1,"The chinesevirus is just racist and the AI doesn't make it better, the tweet is still stating that the chinese are retreat losers. So tweet like this should be banned.",60.465,2,"The poster called themselves xenophobic, so the tweet is pretty hateful towards other countries, not only China.",27.372,1,"This one is a bit confusing, I'm not sure what nibbas mean, but it sounds like a hate tweet.",27.786,2,"This post is truly confusing, it seems like from the first sentence, they're people from Wuhan who were posting this? I'm going to have label it as hate speech because of the vulgar words."
green,1,5,5,Racist comments about what Asians eat has become so normalized.,5,5,5,4,2,4,,5,2,3,1,3,2,5,4,4,5,5,5,5,2,4,All the tweets were vulgar and pretty much par for the course during the pandemic. ,5,1,5,5,"I'm against all the Asian hate, but the virus originating from China is the most likely scenario until China shares all the data they have on the original outbreak in Wuhan. ",5,3,3,6,6,6,,1,CE,4274,English,50,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,50.936,1,Responding to Donald Trump about the China virus is obviously normalizing the term China virus and spreading hate towards Chinese/Asians,69.364,1,They are referring to China not taking responsibility for the virus.,38.416,1,Chink is an obvious slur used against Asians.,12.146,1,Asking for your dick to be infected with Covid is vulgar and the person is most likely racist.,10.816,1,Trying to associate the virus to one country is not recommended by the WHO because it directs anger towards that country and its people.,14.249,1,Chinese dogs and sucking dick sounds racist and vulgar to me.,4,attention,60.607,1,Associating dirty and inhumanity with the CCP and therefore the Chinese (even though they state not the Chinese people) is still racist.,15.014,1,#CCPVirus use is always racist,11.902,1,#ChineseVirus is racist,10.403,1,"China sucks dick, is both vulgar and racist.",13.503,1,intentional typo of the n-word used against the Chinese saying they created the virus.,67.01,2,seems more antimasker than hateful against Asians
green,4,4,2,"East Asian countries tend to eat weird things, so their eating habits isn't really false. The CCP is also ruining China and their citizens hate it. I don't think CCP needs to apologize to the rest of the world since we are not really affected by it, but they should apologize to their people.",1,1,1,1,1,1,I do not feel these things today,7,7,1,1,6,1,3,2,6,1,1,1,1,1,1,I do not feel these things at the current moment.,4,4,5,5,,3,1,1,5,6,1,,0,CE,5005,English,26,Female,White,United States,United States,United States,English,Yes,Part-Time,38.07,2,"They said chinese virus, but they never said anything bad about chinese people or china. I don't consider it as hateful",403.386,4,They never said anything directly hateful.,20.196,2,"Did not relate to COVID-19, but it was racist against the chinese, so it is hateful.",122.874,4,Has nothing to do with asians or COVID-19,11.193,4,Wasn't directly hateful,18.432,4,Nothing to do with COVID-19 or Asian hate.,4,attention,50.761,4,They're talking about the CCP and not its people. Not hateful.,16.81,4,I don't really think it's hateful since the virus came from China.,50.163,1,Seem to generalizing the chinese.,9.093,2,Seems to be hateful but not only towards china.,10.121,4,Not hateful.,8.874,4,Not really saying anything directly hateful towards Asians
yellow,2,4,2,,3,3,4,3,3,3,,7,2,4,1,4,1,4,3,4,5,5,5,5,4,5,,2,2,5,4,,5,1,3,5,5,6,,1,CE,106,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,35.187,1,,8.159,4,,27.295,2,,6.452,2,,27.351,1,,6.427,1,,4,,8.368,4,,4.944,1,,6.847,1,,5.134,1,,7.955,1,,7.798,1,
green,2,5,4,"I think eating dogs is probably a thing of the past. I know for a fact the chinese government is too controlling so they are absolutely spying on them. President Xi is deadly and is after taiwan, of course he needs to apologize",1,1,1,1,1,1,"I dont feel anything, im just normal",7,2,1,1,1,2,4,3,4,1,1,4,1,1,1,being hated for asian sounds normal for most asians,4,2,5,5,,1,1,1,7,7,1,,1,CE,1783,"English, Spanish",26,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,27.954,1,,10.726,1,,18.049,2,,7.987,1,,3.336,1,,8.406,1,,4,attention,12.664,4,,14.702,2,,3.84,1,,11.903,2,,3.775,1,,12.51,1,
green,4,4,3,,4,3,4,4,3,4,,1,1,5,4,2,2,4,3,5,4,4,5,4,3,5,,3,3,5,4,,3,1,1,5,6,6,,1,CE,1011,English,27,Female,Asian,China,United States,United States,Chinese,DATA_EXPIRED,DATA_EXPIRED,33.597,1,,17.062,2,,11.337,1,,16.054,4,,10.276,1,,16.591,4,,4,Attention,16.848,2,,7.225,2,,12.088,1,,7.856,4,,15.426,2,,17.585,2,
green,1,1,1,,4,2,2,2,2,4,,5,2,2,1,5,3,5,3,5,4,2,5,4,2,4,,3,1,5,4,,5,1,1,6,4,5,,1,CE,1774,"English, Spanish",25,Female,Asian,United States,United States,United States,English,Yes,Part-Time,31.177,1,,19.891,4,,12.313,2,,22.117,2,,6.767,1,,15.177,1,,4,attention,29.111,4,,4.919,4,,12.492,2,,4.283,2,,3.936,2,,15.225,1,
green,1,1,1,,1,1,1,2,1,1,,2,7,1,1,6,1,4,4,5,1,1,1,4,1,1,,1,1,5,1,,4,1,1,5,4,5,,0,CE,91,English,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",68.341,2,,26.621,1,,45.223,2,,28.649,2,,36.921,4,,24.162,1,,4,attention,35.587,4,,57.451,4,not sure about this one but I assume they mean the CCP; if they mean all Chinese people that's different,15.636,1,,16.244,2,,13.909,1,,29.646,2,"I really struggled to understand what this person was saying, but I know it wasn't nice"
green,1,3,3,"I think it's wrong to look down on eating dogs or other animals when the USA eats what they consider ""not pet"" animals.",1,1,1,1,1,1,,2,6,1,1,6,1,5,3,9,4,4,4,4,1,4,,3,1,5,3,,2,1,1,7,7,4,,0,CE,1248,English,28,Female,White,United States,United States,United States,English,No,Part-Time,54.741,1,,20.822,2,,18.173,2,,8.001,4,,34.204,1,,30.104,1,,4,attention,89.011,1,,5.776,1,,10.524,1,,11.67,2,,4.992,1,,36.994,1,
green,4,5,5,N/A,1,1,1,1,1,1,N/A,2,6,1,1,6,1,4,3,8,1,1,1,1,1,1,N/A,5,4,5,5,N/A,1,1,1,7,1,1,N/A,0,CE,5533,English,27,Male,White,United States,United States,United States,English,Yes,Full-Time,38.393,1,N/A,16.162,4,N/A,16.217,1,N/A,9.356,2,N/A,21.961,1,N/A,11.273,1,N/A,4,attention,22.002,4,N/A,11.459,1,N/A,13.297,1,N/A,10.915,1,N/A,9.487,2,N/A,20.078,2,N/A
green,4,4,5,,1,1,2,1,1,1,,5,2,4,4,4,2,4,3,9,2,2,4,1,2,4,,5,5,5,5,,6,2,4,7,6,4,,1,CE,2541,"English, Vietnamese",31,Male,Asian,United States,United States,United States,English,No,Full-Time,47.896,1,,8.874,1,,6.522,1,,8.257,1,,3.273,1,,2.7,1,,4,attention,5.102,1,,17.42,1,,4.695,1,,21.42,1,,3.279,1,,2.092,1,
green,1,3,3,None,3,3,3,3,3,2,None,2,6,1,1,6,2,5,3,3,4,4,4,4,3,4,,3,3,5,3,,6,2,5,4,4,5,,0,CE,230,English,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,29.6,1,It targets and is hateful,10.587,1,It is hateful,10.043,2,Uses slurs,9.403,1,Hateful,2.863,1,Hateful ,4.646,1,,4,attention,6.113,1,Negative,3.239,1,,3.318,1,,4.623,2,Hateful,5.06,1,,7.337,1,
green,1,5,1,"Chinese people and Korean people do not have bad eating habits. Also, President Xi is not solely responsible for the entirety of the Chinese people.",2,2,2,4,2,2,I am feeling pleasant today. I do not feel any discomfort.,1,4,3,1,2,2,5,5,9,3,3,3,3,3,3,,2,1,5,2,,3,2,2,6,6,1,,1,CE,3877,English,28,Male,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",14.049,1,,141.265,1,,4.335,1,,19.302,1,,33.294,1,,9.971,1,This is an awful tweet.,4,attention,18.354,2,,8.997,2,,6.224,1,,6.35,1,,13.681,1,,75.083,1,
green,3,5,5,"While I find eating those animals distasteful myself, thats really just a hypocritical stance of mine and others since anyone that eats any type of meat is in no position to judge others that eat different animals. ",4,4,4,2,1,2,,5,2,4,2,3,2,4,3,8,4,4,4,3,1,2,,5,3,5,5,,5,1,1,7,5,3,,1,CE,3931,"Korean, English",28,Male,Asian,Korea,United States,United States,Korean,No,Full-Time,48.819,1,Called it China virus,25.497,4,"Criticising CCP government, but doesn't seem hateful",26.344,2,Uses a slur and is hateful of Chinese,8.771,4,"Is making a childish joke, but is not related to Asians or hateful",5.863,1,Wants everyone to refer it as China virus,12.401,1,Hateful and mentions Corona,4,attention,11.846,4,Wants to clarify that the CCP should be getting the blame not the people,18.609,4,"Not too sure on this one, but I would say its not hateful and just criticizing CCP",5.561,1,Insulting Chinese due to the virus,18.229,1,Just being insulting,11.561,1,Not quite as hateful as others but still insinuating that Chinese did it on purpose,29.858,1,"I couldn't really tell what was being said, but seemed to lean towards Covid related hate"
green,2,4,5,I put strongly agree in the CCP apologizing to the world because they are corrupt to their own people and other countries ,3,3,3,1,1,1,,2,5,1,1,6,1,4,3,8,4,3,2,3,4,3,,5,2,5,5,,6,5,7,5,4,4,,0,CE,2585,"Dutch, English, French, Korean, Japanese, Spanish",26,Male,Black,United States,United States,United States,English,Yes,Full-Time,41.032,1,,93.418,4,,75.911,1,,24.435,4,,6.075,1,,52.786,1,,4,attention,15.73,4,,43.459,4,,9.32,1,,6.477,2,,2.813,1,,3.402,1,
green,1,3,3,,1,1,1,1,2,1,,7,7,2,1,6,1,5,3,9,1,1,1,1,1,1,,3,3,5,4,,1,1,1,7,7,1,,0,CE,3180,English,23,Male,White,United States,United States,United States,English,Yes,Full-Time,17.015,1,,10.46,1,,3.053,1,,5.81,1,,6.1,1,,34.119,1,,4,attention,8.33,2,,2.729,1,,4.12,1,,6.923,2,,5.152,2,,32.631,2,
green,5,4,5,,2,2,2,2,4,1,,7,5,2,1,6,1,4,4,9,4,5,4,4,4,5,,4,5,5,4,,4,5,3,4,5,4,,0,CE,1513,English,36,Female,White,United States,United States,United States,English,No,Full-Time,44.909,1,It personally placed blame on the Chinese ,25.299,1,It’s personally blaming China ,4.796,1,"This is rude, name calling, placing blame ",8.334,2,It’s gross but doesn’t blame Asian ,4.787,1,It’s placing blame on china,7.985,1,It’s gross and blames Chinese ,4,Attention ,16.241,4,It took blame off china,4.4,1,Places blame on China ,5.869,1,Places blame on China for the virus ,4.339,1,Vulgar name calling at china,8.283,1,Blames China ,10.961,2,It’s dirty but doesn’t place blame 
green,5,3,5,,1,3,2,5,5,1,,7,7,1,1,6,1,3,5,9,3,4,2,4,5,1,,2,5,5,3,,4,6,4,6,7,3,,0,CE,3781,English,48,Female,White,United States,United States,United States,English,No,Part-Time,411.284,4,,26.698,1,,25.427,4,,47.953,2,,95.281,4,,13.846,1,,4,attention,10.002,1,,39.171,1,,168.755,4,,24.601,2,,22.471,2,,10.402,1,
green,3,3,2,,4,3,3,2,3,4,,2,5,1,1,6,1,2,2,5,4,4,4,3,4,4,,4,3,5,3,,5,1,1,7,6,4,,0,CE,1269,English,36,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,196.925,1,,17.037,1,,47.915,1,,58.43,4,,8.91,1,,11.646,1,,4,attention,37.571,4,,26.179,1,,15.391,2,,18.632,2,,12.136,1,,14.767,1,
green,3,5,4,,2,2,3,2,2,2,,7,5,1,1,6,1,4,3,5,2,2,3,2,2,2,,4,3,5,5,,2,1,1,7,2,1,,0,CE,1597,English,39,Male,White,United States,United States,United States,English,No,Full-Time,42.751,1,,27.143,4,,12.406,2,,15.505,2,,18.274,4,,14.804,2,,4,attention,21.505,4,,16.796,1,,6.509,1,,7.147,2,,7.197,1,,9.89,2,
green,2,3,2,,4,3,3,1,2,2,,7,6,1,1,6,1,4,3,9,3,3,2,1,1,2,,2,2,5,3,,5,1,2,6,2,2,,0,CE,1580,English,23,Female,White,United States,United States,United States,English,Yes,Part-Time,33.27,2,It doesn't say anything negative about Asian people,20.678,1,It mentions Asian people threatening world peace,14.183,1,It uses an Asian slur,11.94,4,Doesn't say anything about Asian people or coronavirus,8.913,1,calls it Chinese virus,40.046,1,seems hateful,4,attention,48.371,4,Doesn't mention anything bad about Asian people,10.876,4,Doesn't mention anything bad about Asian people,5.537,1,Makes assumptions about Chinese people,7.434,1,Hateful towards Chinese people,8.117,2,Close to another racial slur,14.344,2,Aggressive tweet in general
green,2,3,3,,1,1,1,1,1,1,I am in a good mood today,7,7,1,1,4,1,3,2,5,1,1,1,1,1,1,,3,2,5,3,,3,1,2,6,4,1,,0,CE,1215,English,22,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED,25.724,1,,31.3,1,,124.097,2,,10.324,4,,13.099,1,,23.567,1,,4,attention,13.26,4,,3.93,1,,12.571,1,,18.797,1,,24.836,1,,31.938,2,
green,4,4,4,Because of corona virus,1,1,1,1,1,1,Because I’m feeling fine right now.,7,7,7,6,4,3,5,3,9,1,1,1,1,1,1,Im feeling fine right now and nothing is going to ruin it.,4,4,5,4,,6,6,6,6,6,1,,1,CE,2277,"English, Tagalog-Filipino",51,Male,Asian,Philippines,United States,United States,Tagalog-Filipino,No,Full-Time,88.567,4,Gut feel,37.901,1,Denial to something obvious,54.527,2,Hateful tone is present,16.572,2,Its very vulgar use with the virus,24.555,1,The virus is clearly identified as chinese origin,54.85,1,,4,attention,81.32,1,,26.736,1,,22.54,1,,22.379,2,,32.19,1,,45.972,2,
green,2,3,3,,2,2,2,2,2,1,,7,5,1,1,6,1,4,3,4,2,2,2,2,2,1,,2,2,5,3,,5,1,1,7,6,3,,0,CE,2003,English,53,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,113.551,1,It labels the virus using an asian nationality,29.02,1,,24.602,1,uses racial slur,18.656,4,does not mention anything asian or racial,24.75,1,,22.075,1,,4,attention,21.751,1,,21.926,4,,12.321,1,,15.219,1,,10.727,1,,25.283,1,
green,3,3,3,,4,3,4,3,3,3,,7,1,5,5,2,3,5,3,3,5,5,5,5,3,4,,3,3,5,3,,6,1,1,7,7,6,,1,CE,2638,"English, Chinese",50,Female,Asian,Taiwan,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,79.069,1,,34.453,1,,46.494,2,,55.689,2,,8.151,1,,22.739,1,,4,attention ,61.292,4,,15.34,1,,11.582,1,,40.658,2,,9.687,1,,51.702,2,
green,3,5,5,The government of China is oppressing their own people and denying the genocide of the Uyghurs. ,1,1,1,1,1,1,Feeling good this afternoon. ,5,2,4,1,4,2,3,2,8,1,1,1,1,1,1,I have emotionally distanced myself from COVID ,5,3,5,5,,1,1,1,6,6,1,Had to take my dog out ,1,CE,580,"Laotian, English",31,Male,Asian,United States,United States,United States,English,No,Full-Time,84.422,1,“Chinese virus”,55.89,2,Doesn’t specifically mention a specific country or virus. ,6.726,1,“Chinks” and not the armor type ,6.258,2,Kinda just a troll post ,18.331,1,Chinese virus ,10.093,2,Just gross about chinese dogs ,4,attention,13.049,4,Specified the government ,5.463,4,Specified the CCO,40.496,1,Calling the chinese people names ,11.389,2,Kinda just racist in general,12.554,4,A trolly question but valid ,59.68,2,Just a weird tweet asking about covid and wuhan people 
green,3,5,4,,2,2,2,2,1,1,I feel mostly emotionally neutral right now.,7,6,1,1,6,1,4,3,6,2,2,2,2,1,1,I feel emotionally neutral.,4,3,5,5,,5,2,2,4,5,2,,0,CE,1415,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,62.929,2,,35.22,4,,39.479,2,The post contained a racial slur.,22.578,4,"This is an obscene post, but not hate speech at all.",28.906,4,Chinese and China-origin seem to mean the same thing.,58.705,1,The post seems to be racist and intended to be degrading.,4,attention,60.429,4,,16.205,4,,31.944,1,,26.203,2,,35.521,4,Seems to only be an obscene post and not hateful.,70.189,4,"It's hard to say, but it looks like someone from China complaining about a policy."
green,2,5,3,"I think there are rural areas where old, exotic, and traditional eating habits may still emerge, but it is rare.  I disagree with President Xi, but I think he needs to deal with his people and not apologize to the world.  The US engages in illegal activity in the world, and we never apologize (NSA, CIA).",1,1,1,1,1,1,NA,7,7,3,1,3,2,4,3,9,1,1,1,1,1,1,"It's just speech assessment.  I really don't see it directed at me, although I recognize that it can foment anti-asian sentiments and actions.",2,2,5,4,No,3,1,1,7,4,1,None.,1,CE,2123,English,64,Female,Asian,United States,United States,United States,English,No,DATA_EXPIRED,53.192,1,"I minimally think so.  By calling it the Chinese virus, the writer is singling out China in a negative way and augmenting anti-asian sentiments.",25.793,4,YOu can have a rational belief that the virus may have escaped from labs.  You should have the right to air your beliefs so they can be tested in the marketplace of ideas.,46.101,2,The reference to 2000 years indicates the idea is larger than Covid,28.452,4,seems sophomoric and scattological  ,15.623,1,NA,30.537,2,"Again, it's just sexist",4,attention,28.003,4,political speech,13.059,4,It's political.  We know the virus originated in China and they tried to hide it.  ,17.178,1,Because of the hashtag,17.081,4,this is political speech,18.681,1,Blaming china for the virus,35.886,1,It borders on political speech.  It's just vulgar
